lemma	paradigm_size
práctica	2
prácticamente	1
práctico	4
préstamo	2
préval	1
príncipe	1
príncipes	1
pròpia	1
pródigo	1
prójimo	1
prólogo	1
prórroga	1
próspero	3
prótesis	1
próximamente	1
próximo	4
ps	1
psa	1
psan	1
psc	1
psdeg	1
pse	1
pseudoesfera	1
psicología	1
psicológicamente	1
psicológico	3
psicosis	1
psicotrópicas	1
psicotrópico	2
psicólogo	2
psiquiatra	2
psiquiatría	1
psiquismo	1
psiquiátrico	2
psitacosis	1
psoe	1
psíquico	3
pt	1
ptj	1
ptv	1
pub	1
pubis	1
publica	1
publicación	2
publicado	4
publicar	10
publicidad	1
publicista	2
publicitado	1
publicitar	1
publicitariamente	1
publicitario	2
publio	1
publish	1
puc	1
pudiente	1
pudor	1
pudyonnovsk	1
puebla	1
pueblecito	1
pueblerino	1
pueblo	2
pueblos	1
puede	1
puente	2
puerco	1
pueril	1
puerta	2
puerto	2
puertollano	1
puertorriqueña	1
puertorriqueño	1
puertos	1
pues	1
puesta	1
puesto	4
puestísimo	1
pueyo	1
pugilista	2
pugna	1
pugnar	2
puig	1
puigbó	1
puigcercós	1
puigreig	1
puja	1
pujalte	1
pujante	1
pujanza	1
pujar	1
pujol	1
pujolismo	1
pulir	1
pulmonar	2
pulmón	2
pulp	1
pulsar	2
pulsera	1
pulso	2
pulverizar	2
pumby	1
pumpkins	1
punching	1
punible	2
punta	2
punteo	1
puntero	2
puntería	1
puntillismo	1
punto	2
puntos	1
puntuable	1
puntuación	1
puntual	2
puntualización	1
puntualizar	4
puntualmente	1
puntuar	3
pupila	1
pupilo	1
pupitre	1
puppo	1
pura	1
puramente	1
puras	1
purgar	1
purificación	1
puro	3
purpurina	2
pury	1
pusc	1
pushestreet	1
pushkin	1
puta	1
putada	1
putativo	1
putin	1
putrefacción	1
putrefacto	1
puy	1
puya	1
puyol	1
puzzle	1
puñado	1
puñal	1
puñalada	2
puñeta	1
puñetazo	2
puño	2
pyme	1
pymes	1
pyongyang	1
pyongynag	1
pz	1
páez	1
página	2
pájaro	2
pájaros	1
pálido	2
pánico	1
páramo	1
párking	2
párpado	1
párroco	1
pável	1
pérdida	2
pérez	1
pérfida	1
pérgola	1
pérsico	1
pésimo	2
pétalo	1
pétar	1
pétreo	2
pícaro	1
píldora	1
pío	1
písale	1
pívot	2
póliza	2
pólvora	1
pómulo	1
póquer	1
pórtico	1
póster	1
póstumo	1
púbico	1
pública	1
públicamente	1
públicas	1
público	4
públicos	1
públiques	1
púdicamente	1
púgil	2
pútrido	1
qabatya	1
qaida	1
qatar	1
qian	1
qichen	1
qiyue	1
quads	1
quaini	1
quang	1
quarantine	1
quart	1
quarterback	1
quartey	1
quasiunidimensional	1
quatre	1
que	2
quebec	1
quebequés	2
quebrado	1
quebrantamiento	1
quebrantar	1
quebranto	1
quebrar	3
queco	1
queda	1
quedar	21
queens	1
queensland	1
quehacer	1
queimada	1
queja	2
quejar	8
quejica	1
queluz	1
quema	1
quemado	3
quemar	7
queraltó	1
querella	1
querellarse	1
querencias	1
querer	24
querido	3
querol	1
queso	1
quetzal	1
quevedo	1
quiebra	1
quien	2
quiera	1
quiero	1
quieto	2
quijote	1
quilate	1
quim	1
quimono	1
quince	1
quincena	1
quincoces	1
quines	1
quini	1
quiniela	1
quinientos	2
quinona	1
quinta	1
quintana	1
quintanilla	1
quinteto	1
quinto	3
quintín	1
quiosco	1
quique	1
quiroga	1
quirón	1
quirúrgicamente	1
quirúrgico	1
quitanieves	1
quitar	9
quitinoso	1
quito	1
quizá	1
quizás	1
quién	3
què	1
qué	1
química	1
químicas	1
químico	4
rabadán	1
rabbo	1
rabi	1
rabia	1
rabino	1
rabioso	2
rabo	1
rabos	1
racan	1
racha	1
rachmaninov	1
racial	2
racing	1
racional	2
racionalidad	1
racionalización	1
racismo	1
racista	2
ración	1
radar	2
radek	1
radetzky	1
radiación	2
radiactivo	3
radiador	1
radial	1
radiante	1
radicado	1
radical	2
radicales	1
radicalidad	1
radicalismo	1
radicalizar	1
radicalmente	1
radicar	4
radikal	1
radio	2
radiocontrolado	1
radiodiagnóstico	1
radiofónico	4
radiografía	1
radionucleido	2
radiotelevisión	1
radiotrónica	1
radomir	1
radovan	1
radovic	1
radzack	1
raf	1
rafa	1
rafael	1
rafaelista	1
rafah	1
raffaella	1
rafsanyani	1
rafter	1
ragheb	1
rahola	1
rahuer	1
rai	1
rainer	1
rais	1
rajar	2
rajastán	1
rajoy	1
rakita	1
ralentización	1
ralentizado	1
ralentizar	5
ralentí	1
ralf	1
rally	2
ralph	1
ram	1
rama	2
ramacciotti	1
ramadán	1
ramallo	1
rambarum	1
rambla	2
rambouillet	1
ramera	1
ramillete	1
ramiro	1
rammaciotti	1
ramo	2
ramon	1
ramonear	1
ramoneda	1
ramos	1
ramírez	1
ramón	2
rana	2
rancagua	1
rancho	2
rancio	3
range	1
rangel	1
rango	1
ranking	1
ranura	1
rap	1
rapada	1
rapadas	1
rapidez	1
rapids	1
rapidísimo	1
rapto	1
raquel	1
raqueta	2
rara	1
raramente	1
rareza	1
rarito	1
raro	4
ras	1
rasa	1
rasante	1
rascacielos	1
rascar	1
rasero	1
rasgar	2
rasgo	1
rasmussen	1
raso	1
rasputines	1
rasputín	1
rastrear	3
rastro	2
rata	2
ratificación	1
ratificado	2
ratificar	8
ratio	1
ratita	1
ratito	1
rato	2
ratos	1
rattigan	1
ratón	1
rau	1
raudo	1
rauf	1
raval	1
ravanals	1
rawabde	1
ray	1
raya	2
rayado	2
rayan	1
rayar	1
rayet	1
rayista	1
rayo	2
raza	2
razonable	2
razonablemente	1
razonamiento	1
razzmatazz	1
razón	2
raíl	1
raíz	2
raña	1
rañé	1
raúl	1
raül	1
rcd	1
rda	1
rdc	1
rea	1
reabastecimiento	1
reabrir	4
reaccionar	6
reaccionario	1
reacción	2
reacio	1
reactivación	1
reactivar	1
reactivo	1
reactor	2
reafirmación	1
reafirmar	6
reagan	1
reagrupamiento	1
reajuste	2
real	2
reale	1
reales	1
realeza	1
realidad	2
realismo	1
realista	2
realización	1
realizado	4
realizador	2
realizadora	1
realizar	16
realmente	1
reanimar	2
reanudación	1
reanudar	5
reaparecer	1
reaparición	1
reapertura	1
reaprender	1
reaprovechar	1
rearme	1
reavivar	3
rebaja	2
rebajado	2
rebajar	8
rebanada	1
rebasado	1
rebasar	3
rebatir	2
rebato	1
rebautizado	1
rebaño	2
rebeca	1
rebecca	1
rebelar	3
rebelde	2
rebeldía	1
rebelión	1
rebka	1
rebollo	1
rebolludo	1
rebosante	1
rebosar	1
rebotados	1
rebotar	4
rebote	2
reboteador	1
rebotear	2
rebrote	1
recabado	1
recabar	1
recado	1
recaer	3
recalcar	3
recalentado	1
recalentamiento	1
recalificación	1
recalificar	1
recambio	1
recapacitar	1
recaudación	1
recaudar	3
recaudatorio	1
receita	1
recelar	1
recelo	2
receloso	1
recepción	2
receptivo	2
receptor	2
recesivo	1
recesión	1
receso	1
receta	2
recetar	1
rechace	2
rechazado	2
rechazar	11
rechazo	1
rechoncho	1
recibido	4
recibimiento	1
recibir	20
recibo	2
reciclado	1
reciclaje	1
reciclar	2
reciente	2
recientemente	1
recinto	2
recio	3
recital	1
recitar	2
recién	1
reclamación	2
reclamado	2
reclamar	14
reclamo	2
recluido	2
recluso	2
reclutado	1
reclutamiento	1
recobrar	4
recoder	1
recoger	13
recogida	2
recogido	4
recolección	1
recoleta	1
recolocar	1
recombinación	1
recomendable	1
recomendación	2
recomendado	2
recomendar	6
recompensar	1
recomponer	1
recomposición	1
recompra	1
recomprar	1
reconciliable	1
reconciliación	1
reconciliar	2
reconducir	2
reconfortante	1
reconfortar	2
reconocer	15
reconocido	3
reconocimiento	1
reconquistar	1
reconsiderar	3
reconstituido	1
reconstrucción	2
reconstruir	3
recontar	1
reconversión	1
reconvertido	1
reconvertir	1
recopa	1
recopilación	1
recopilado	1
recopilar	1
recopilatorio	1
recordado	1
recordar	14
recording	1
recordman	1
recorrer	6
recorrido	2
recortar	4
recorte	2
recoveco	1
recreación	1
recrear	2
recreativista	1
recreativo	1
recres	1
recriminar	2
recrudecer	3
recruit	1
recta	2
rectificación	2
rectificar	5
rectilíneo	1
recto	1
rector	2
rectores	1
recuadro	2
recubrimiento	1
recueja	1
recuento	2
recuerdo	2
recuperació	1
recuperación	1
recuperado	1
recuperar	14
recurrente	2
recurrir	10
recurso	2
recursos	1
recusar	1
recycled	1
recíprocamente	1
recíproco	2
recóndito	1
red	2
redacción	1
redactado	1
redactar	5
redactor	2
redención	1
redes	1
redgrave	1
redibook	1
redimir	3
reding	1
redistribución	1
redistribuir	2
redoblado	1
redonda	1
redondear	1
redondeo	1
redondo	2
redox	1
reducción	2
reducido	4
reducir	15
reducto	1
redzepova	1
reedición	1
reelaborar	1
reelección	1
reelegido	1
reelegir	1
reemplazar	4
reemplazo	1
reencontrar	1
reescribir	1
reestreno	1
reestructuración	1
reestructurar	1
reexaminar	1
referencia	2
referencial	1
referendo	2
referente	2
referido	2
referir	10
referéndum	1
refinado	2
refinamiento	1
refinanciación	1
refinanciarán	1
refinar	1
refinería	2
reflejado	1
reflejar	7
reflejo	2
reflexionante	1
reflexionar	6
reflexivo	1
reflexión	2
reflotamiento	1
reflotar	1
reflote	1
reforestación	1
reforma	2
reformado	2
reformador	1
reformar	2
reformista	2
reforzado	3
reforzamiento	1
reforzar	11
refrenar	1
refrendar	4
refrescante	1
refrescar	1
refresco	1
refriega	1
refrigeración	1
refrigerado	1
refrotar	1
refrán	1
refuerzo	2
refugiado	2
refugiados	1
refugiar	2
refugio	1
refundido	1
refunfuñado	1
regaber	1
regadío	1
regalado	2
regalar	10
regalia	1
regalo	2
regar	2
regard	1
regata	1
regate	1
regatear	1
regateo	1
regazo	1
regañadientes	1
regañar	1
regeneracionista	1
regeneración	1
regenerar	1
regentar	2
regente	1
reggae	1
regidor	1
regina	1
regional	2
regionalista	1
regionalizables	1
regir	3
registrado	4
registrar	13
registro	2
región	2
regla	2
reglado	1
regladoq	1
reglamentación	1
reglamentar	1
reglamentariamente	1
reglamentario	3
reglamento	2
regocijar	1
regocijo	2
regrabar	1
regresar	13
regreso	1
regresos	1
reguero	1
regulación	1
regulado	3
regulador	3
regular	7
regularidad	1
regularización	1
regularizar	1
regularmente	1
regulativo	1
regusto	1
regàs	1
regás	1
rehabilitación	1
rehabilitado	1
rehabilitar	1
rehacer	1
rehuir	3
rehusar	2
rehén	2
rei	1
reich	1
reid	1
reina	2
reinado	1
reinante	1
reinar	3
reincidir	1
reincorporación	1
reincorporar	2
reiner	1
reingreso	1
reiniciar	1
reino	2
reinserción	1
reintegración	1
reiteración	1
reiteradamente	1
reiterado	4
reiterar	9
reiterativo	1
reivindicable	1
reivindicación	2
reivindicador	1
reivindicar	7
reivindicativo	1
reixa	1
reixach	1
reiziger	1
rejonear	1
rejuvenecer	1
relacionadas	1
relacionado	4
relacionar	2
relaciones	1
relación	2
relacso	1
relajación	1
relajado	2
relajante	1
relajar	1
relampagueante	1
relanzamiento	1
relanzar	1
relapso	1
relatar	5
relativamente	1
relatividad	1
relativización	1
relativizar	1
relativo	4
relato	2
relax	1
relectura	1
releer	1
relegado	1
relegar	3
relevancia	1
relevante	2
relevar	5
relevista	2
relevo	2
relieve	1
religiosa	1
religiosas	1
religiosidad	1
religioso	4
religión	2
reliquia	1
rellenar	1
relleno	1
reloj	2
relucir	2
relámpago	1
remachar	1
remanente	1
remarcable	1
remarcar	1
remari	1
rematador	1
rematar	4
remate	2
remedar	1
remediar	2
remedio	2
remei	1
rememorar	2
remero	1
remes	1
remesa	1
remigio	1
remilgado	1
remilgo	1
reminiscencia	1
remirar	1
remitente	1
remitido	3
remitir	7
remodelación	1
remodelar	1
remolacha	1
remolcado	1
remolcador	2
remolcar	1
remolino	1
remolque	1
remontado	1
remontar	3
remordimiento	1
remoto	2
remover	1
remuneración	2
remunerar	1
renacer	2
renacimiento	1
renal	1
renato	1
renault	1
rencilla	1
rencor	1
rendición	1
rendido	1
rendija	2
rendimiento	2
rendir	7
rendueles	1
renee	1
renegar	1
renegociar	1
reneses	1
renfe	1
renia	1
renny	1
reno	1
renovable	1
renovables	1
renovación	2
renovado	1
renovador	2
renovar	5
renove	1
renta	2
rentabilidad	1
rentabilizar	1
rentable	2
rentista	1
rentzias	1
renuncia	1
renunciar	12
rené	1
reo	1
reordenación	1
reorganización	1
reorganizar	1
reorientación	1
reorientar	2
reparación	2
reparar	5
reparo	2
repartido	4
repartidor	1
repartir	8
reparto	1
repasar	6
repaso	1
repatear	1
repatriación	1
repatriar	4
repeler	3
repente	1
repentinamente	1
repentino	1
repercusiones	1
repercusión	2
repercutir	7
repertorio	1
repescar	1
repetición	2
repetidamente	1
repetido	4
repetir	12
repetitivo	1
repetto	1
repiso	1
replantar	1
replantear	2
replegado	1
repleto	2
replicar	4
repliegue	1
repoblación	1
reponderación	1
reponer	3
reportaje	2
reportar	5
reportero	2
reposar	2
reposo	1
repostaje	1
repostar	1
represalia	2
represaliar	1
representación	2
representado	4
representante	2
representantes	1
representar	10
representatividad	1
representativo	4
represivo	1
represión	1
reprimenda	1
reprimir	1
reprise	1
reprobable	2
reprobar	1
reprochar	7
reproche	2
reproducción	1
reproducido	2
reproducir	6
reproductivo	1
repsol	1
reptil	2
republicana	1
republicano	4
repudiar	1
repugnancia	1
repugnante	1
repugnar	2
repulsa	1
repulsión	1
repunte	2
reputación	1
república	2
repúblicas	1
requerido	3
requerimiento	2
requerir	9
requisito	2
res	2
resabiado	1
resaca	1
resaltado	1
resaltar	6
resarcimiento	1
resarcir	2
resbaladizo	2
resbalar	1
resbalón	1
rescatado	3
rescatar	5
rescate	2
rescindir	4
rescisión	2
reseco	2
resentido	3
resentimiento	1
resentirse	5
reserva	2
reservado	4
reservar	8
reservón	1
reseñar	2
resfriado	1
resguardo	1
residence	1
residencia	2
residencial	2
residencias	1
residente	2
residir	9
residual	2
residuo	1
resignación	1
resignado	1
resignar	2
resistencia	2
resistente	1
resistido	1
resistir	5
resolución	2
resolutivo	1
resolver	13
resonancia	2
resonar	2
resoplar	1
resort	1
resorte	2
resources	1
respaldado	3
respaldar	8
respaldo	2
respecta	1
respectar	1
respectivamente	1
respectivo	3
respecto	1
respetabilidad	1
respetado	1
respetar	12
respeto	2
respetuoso	4
respiración	1
respirador	1
respirar	3
respiratorio	3
respire	1
respiro	1
responde	1
responder	11
responsabilidad	2
responsabilizar	7
responsable	2
respuesta	2
resquebrajar	2
resquicio	1
resta	1
restablecer	3
restablecimiento	1
restante	2
restar	8
restauración	1
restaurado	1
restaurador	1
restaurante	2
restaurar	1
restituir	2
resto	2
restregar	1
restrepo	1
restricción	2
restrictivo	3
restringido	1
restringir	3
resucitar	3
resuello	1
resuelto	3
resultado	2
resultante	1
resultar	13
resumen	2
resumido	1
resumir	5
resurgir	3
retablo	1
retador	1
retaguardia	1
retaliación	1
retar	2
retardado	1
retazo	1
retención	2
retener	9
retenido	4
retevisión	1
reticencia	2
reticente	1
reticular	1
retina	1
retirada	1
retirado	2
retirar	17
retiro	1
reto	2
retocado	1
retocar	1
retomar	5
retoque	2
retorcido	2
retornar	3
retorno	2
retozar	1
retransmisión	1
retransmitir	3
retrasado	1
retrasar	7
retraso	2
retratar	5
retrato	2
retraído	1
retribuido	2
retributivo	1
retroactivo	2
retroceder	5
retroceso	2
retrospectiva	1
retrospectivo	1
retrovisor	1
retén	1
retícula	1
retículo	1
retórica	1
retóricamente	1
reubicación	1
reubicar	1
reunido	3
reunificación	1
reunificado	1
reunir	14
reunión	2
reurbanización	1
reus	1
reuters	1
reutilización	1
reutilizar	1
revalidar	4
revalorización	1
revalorizar	2
revancha	1
revanchista	1
revelación	2
revelar	8
reveler	2
revenga	1
revenido	1
reventar	4
rever	1
reverberar	1
reverdecer	1
reverdecido	1
reverendo	1
reversible	1
reverso	1
revertir	1
reverté	1
revestido	1
revestimiento	1
revestir	2
review	1
revilla	1
revisado	1
revisar	8
revisión	2
revista	2
revitalización	1
revitalizado	1
revitalizar	3
revocación	1
revocar	3
revolcón	1
revolotear	1
revoltoso	1
revolucionar	3
revolucionaria	1
revolucionarias	1
revolucionario	3
revolucionarios	1
revolución	2
revolver	3
revuelo	1
revuelta	1
revuelto	2
revulsivo	1
revés	2
rexach	1
rey	2
reyerta	2
reyes	1
reynaldo	1
reynard	1
reynolds	1
reza	1
rezagado	1
rezar	5
rezo	2
rezola	1
reír	10
reñido	3
reúma	1
rfef	1
rh	1
rhi	1
rhythm	1
riad	1
rialto	1
riazor	1
riba	1
ribadeneira	1
ribagorda	1
ribagorça	1
ribalta	1
ribas	1
ribbeck	1
ribeirao	1
ribera	2
ribes	1
ribeteado	1
ribó	1
rica	1
ricard	1
ricardito	1
ricardo	1
riccardo	1
richard	1
richardson	1
richarson	1
rick	1
rickey	1
rico	4
ricoeur	1
ridiculizado	1
ridiculizar	2
ridículamente	1
ridículo	4
riego	1
rienda	2
riera	1
riesgo	2
riesgos	1
rif	1
rifar	1
rifirrafe	1
rifle	1
rigaudeau	1
rigidez	1
riglos	1
rigoberta	1
rigol	1
rigor	1
rigurosamente	1
rigurosidad	1
riguroso	3
rijsbergen	1
rijssberden	1
rima	1
rimac	1
rimar	1
rimbombante	1
rimoldi	1
rin	1
rinaldo	1
rincón	2
ring	1
ringo	1
rio	1
riobamba	1
riograndense	1
rioja	1
riojano	1
ripoll	1
riquelme	1
riqueza	1
risa	2
risotada	1
ristra	1
ritmo	2
rito	2
ritual	1
riu	1
riuen	1
rius	1
rival	2
rivaldo	1
rivalidad	2
rivalizar	3
rivarola	1
rivas	1
rivendell	1
river	1
rivera	1
rivero	1
riverplatense	1
riverside	1
riviera	1
rizal	1
rizo	1
riña	2
riñón	1
rne	1
roach	1
road	1
robado	2
robar	8
robbers	1
robby	1
robert	1
roberto	1
roberts	1
robertson	1
robespierre	1
robin	1
robinson	1
roblar	1
robles	1
robo	2
robot	2
robusta	1
robustecer	1
robusto	1
roca	1
rocano	1
roce	1
roche	1
rochelle	1
rociar	2
rock	1
rockabilly	1
rockefeller	1
rocket	1
rockets	1
rocky	1
rocoso	1
rocío	1
rod	1
rodaballo	1
rodado	2
rodaje	1
rodar	12
rodeado	4
rodear	6
rodeo	2
rodilla	2
rodillas	1
rodillo	1
rodney	1
rodolfo	1
rodrigo	1
rodriguez	1
rodríguez	1
rodés	1
roedor	1
rogar	1
rogativa	1
rogatorio	1
rogelio	1
rogent	1
roger	1
rogge	1
roggio	1
rognoni	1
roi	1
roire	1
roja	1
rojals	1
rojas	1
rojazo	1
rojiblanco	2
rojillo	1
rojizo	1
rojo	4
rokki	1
rol	1
roland	1
rolando	1
roldán	1
roll	1
rolling	1
rollo	2
rolls	1
rollán	1
roma	1
romain	1
romance	1
romandía	1
romano	4
romanones	1
romanticismo	2
romaní	1
romareda	1
romario	1
romea	1
romeo	1
romero	1
romería	1
rominger	1
rommel	1
romo	1
rompedor	1
romper	12
román	1
románico	1
romántico	3
ron	1
rona	1
ronald	1
ronaldinho	1
ronaldo	1
ronaldos	1
roncha	1
ronda	2
rondar	3
rondo	1
rongji	1
ronnie	1
ronny	1
rony	1
room	1
roosevelt	1
ropa	2
roque	1
roqueta	1
roquetes	1
ros	1
rosa	2
rosado	1
rosaleda	1
rosalía	1
rosana	1
rosario	2
rosas	1
rosca	1
rose	1
roser	1
roses	1
rosetón	1
ross	1
rossini	1
rostro	2
rosáceo	1
rotación	2
rotativo	2
roto	3
rotonda	1
rotulación	1
rotular	1
rotundamente	1
rotundidad	1
rotundo	2
rotura	1
rouge	1
roux	1
rover	1
rovira	1
roy	1
royal	1
royce	1
royo	1
rozar	5
rpp	1
rpr	1
rtr	1
rtva	1
rtve	1
ru	1
rua	1
ruanda	1
ruano	1
rubalcaba	1
rubens	1
rubert	1
ruberth	1
rubia	1
rubiales	1
rubin	1
rubinstein	1
rubio	3
rubioceniza	1
rublo	1
rubor	1
rubricar	2
rubén	1
rubéola	1
ruckauf	1
rudo	2
rudolf	1
rueda	2
ruedecilla	1
ruedo	1
ruego	1
rufián	1
rugby	1
rugiente	1
rugir	2
rui	1
ruido	2
ruidoso	3
ruin	1
ruina	2
ruiz	1
rumana	1
rumano	3
rumanía	1
rumasa	1
rumba	1
rumbaqueterumba	1
rumbo	1
rumeida	1
rummenigge	1
rumon	1
rumor	2
rumsfeld	1
ruocco	1
rupert	1
ruptura	2
rupturista	1
rupérez	1
rural	2
rurales	1
rusa	1
rusconi	1
rusedski	1
rusia	1
ruso	4
russ	1
russell	1
ruta	2
rutilante	1
rutina	1
rutinario	2
ruzafa	1
ryall	1
ryder	1
ràdio	1
ràfols	1
rábade	1
ráfaga	2
ránking	1
rápida	1
rápidamente	1
rápido	4
récord	2
rédito	1
régimen	2
régine	1
rémora	1
réplica	2
rígido	2
río	2
ríos	1
rítmico	2
rómulo	1
rótula	1
röever	1
rúa	1
rúbrica	1
rústico	1
s	1
sa	1
saad	1
sabadell	1
sabadellense	1
sabah	1
sabana	1
sabariz	1
sabas	1
sabatini	1
sabaté	1
sabbath	1
sabe	1
sabedor	1
saben	1
sabena	1
saber	24
sabido	1
sabiduría	1
sabiendas	1
sabino	1
sabio	3
sable	2
sabor	2
saboreado	1
saborear	3
sabotaje	2
saboteador	1
sabotear	1
sabroso	1
saca	2
sacar	11
sacchi	1
sacerdote	2
sacerdotisa	1
sachs	1
saciar	1
saciedad	1
saco	2
sacob	1
sacpa	1
sacramento	1
sacrificar	8
sacrificio	2
sacristanesco	1
sacro	1
sacrosanto	2
sacudido	2
sacudir	4
sacó	1
sad	1
sadam	1
sadar	1
sadat	1
sadc	1
sade	1
sadismo	1
saez	1
safeway	1
saga	1
sagarra	1
sagaz	1
sagrada	1
sagrado	4
sagrera	1
sagunto	1
sagué	1
sagú	1
sahara	1
saharaui	1
sai	1
sainjon	1
sainsbury	1
sainz	1
saiz	1
saizarbitoria	1
sajonia	1
sajón	1
sakura	1
sal	2
sala	2
salaberria	1
salacova	1
saladrigas	1
salah	1
salamanca	1
salambó	1
salar	1
salarial	2
salario	2
salas	1
salat	1
salazar	1
salcedo	1
saldar	5
saldivia	1
saldo	2
salesiano	1
saleta	1
salfumán	1
salgado	1
salguero	1
salida	2
salido	3
saliente	2
salillas	1
salinas	1
salir	21
saliva	1
sallent	1
salmantino	1
salo	1
salomón	1
salou	1
salpicado	2
salpicar	1
salsa	1
salt	1
salta	1
saltador	2
saltar	9
saltillo	1
salto	2
saltos	1
salubritatis	1
salud	1
saludable	2
saludado	1
saludar	5
saludo	2
salumae	1
salut	1
salutífero	1
salva	1
salvación	1
salvado	1
salvador	2
salvadoreño	3
salvaguardar	1
salvajada	1
salvaje	2
salvajemente	1
salvajismo	1
salvamento	2
salvar	7
salvarse	1
salvavidas	1
salvedad	1
salvo	2
salzburgo	1
salón	2
salónica	1
sam	1
samaranch	1
samba	1
sami	1
samico	1
samitier	1
sammy	1
sampaio	1
sampietro	1
sampler	1
sampras	1
samu	1
samuel	1
samui	1
samurai	1
samurái	1
samways	1
samzin	1
san	1
sanar	2
sanatorio	1
sanchi	1
sanchis	1
sancho	1
sanchís	1
sancionado	2
sancionador	3
sancionar	4
sanción	2
sande	1
sandon	1
sandoz	1
sandra	1
sandrelli	1
sandro	1
sandwiches	1
sandía	1
saneado	1
saneamiento	1
sanear	1
sanfeliu	1
sangrado	1
sangrar	2
sangre	1
sangriento	3
sangría	1
sanguijuela	1
sanguinario	2
sanguinetti	1
sanguíneo	1
sanidad	1
sanitaria	1
sanitarias	1
sanitario	4
sanitarios	1
sanitat	1
sanmartín	1
sannum	1
sano	4
sansa	1
sant	1
santa	1
santacreu	1
santamans	1
santamarta	1
santana	1
santander	1
santanderino	1
santanyí	1
santayana	1
santi	1
santiago	1
santiamén	1
santidad	1
santificar	1
santmartí	1
santo	3
santonja	1
santos	1
santpedor	1
sants	1
santutxu	1
sanz	1
sao	1
saporta	1
saque	1
saqueado	1
saqueador	1
saquear	1
sar	1
sara	1
sarabia	1
sarah	1
sarajevo	1
saramago	1
sarampión	1
sarao	1
sarcasmo	1
sarcástico	1
sarcófago	1
sardina	1
sardinero	1
sargento	1
sarmiento	1
sarpullido	1
sarsa	1
sarta	1
sartén	2
sas	1
sasa	1
sasha	1
sastre	1
sat	1
satan	1
satanismo	1
satanista	2
satanistas	1
satanizar	1
satin	1
satinet	1
satisfacción	1
satisfacer	8
satisfactoriamente	1
satisfactorio	3
satisfecho	3
sattar	1
saturación	2
saturniano	1
saturno	1
satán	1
satánica	1
satánico	2
satélite	2
satírico	1
sauber	1
saucelles	1
saudí	2
saura	1
sautter	1
savall	1
savando	1
savannah	1
savarin	1
savater	1
save	1
savic	1
savio	1
saviola	1
savoir	1
savolta	1
savoy	1
saxo	1
sazón	1
saá	1
saña	1
saúde	1
saúl	1
sc	1
scaloni	1
scarborough	1
scariolo	1
schalke	1
schalken	1
scharping	1
scharpíng	1
schaschlik	1
schaumayer	1
schell	1
schelotto	1
schiff	1
schiffer	1
schiltigheim	1
schindler	1
schirach	1
schmidt	1
schmitt	1
schmoldt	1
schnyder	1
schoen	1
school	1
schopenhauer	1
schrank	1
schreiber	1
schrieffer	1
schroeder	1
schröder	1
schuessel	1
schumacher	1
schuttler	1
schwartz	1
schäuble	1
science	1
scorpio	1
scott	1
scotty	1
scout	2
scouts	1
scritti	1
sct	1
scud	1
scudetto	1
scylla	1
sds	1
sea	1
sean	1
sears	1
seat	1
seattle	1
sebastián	1
sec	1
secado	1
secano	1
secar	2
secas	1
seccionar	1
sección	2
secesionismo	1
secesionista	1
secesión	1
seco	3
secretaria	1
secretariado	1
secretariat	1
secretario	2
secretaría	1
secretismo	1
secreto	4
secta	2
sectario	1
sector	2
sectorial	1
secuaz	1
secuela	1
secuencia	2
secuestrado	2
secuestrador	2
secuestrar	4
secuestro	2
secular	1
secularmente	1
secundar	2
secundaria	1
secundario	3
sed	1
seda	1
sedación	1
sedante	2
sedar	1
sede	2
sediento	1
seducción	1
seducir	3
seductor	1
seedorf	1
sefardí	1
sega	1
segmento	2
segovia	1
segoviano	1
segre	1
segregación	1
segregado	3
segregar	1
segrià	1
segriá	1
seguer	1
seguida	1
seguidamente	1
seguido	4
seguidor	2
seguimiento	1
seguir	24
segunda	1
segundo	4
segura	1
seguramente	1
seguretat	1
seguridad	1
seguro	4
seguros	1
seguí	1
según	1
seikaly	1
seis	1
seiscientas	1
seita	1
selby	1
seleccionado	3
seleccionador	2
seleccionar	5
selección	2
selectividad	1
selectivo	2
selecto	1
selenio	1
sellado	1
sellar	6
sellarés	1
sello	2
selva	1
semana	2
semanal	2
semanario	2
sembrado	2
sembrar	4
sembrás	1
semejante	2
semejanza	1
semestral	2
semestre	1
semi	1
semiapacible	1
semiconductor	3
semifinal	2
semifinalista	2
semilaboral	1
semiliberalización	1
semilla	1
semilleno	1
semimilagrosamente	1
seminario	2
seminarista	1
semiolvidado	1
semiparalizado	1
semipeatonalización	1
semirrelieve	1
semis	1
semisumergible	1
semitapado	1
semivacío	1
semmes	1
semper	1
semáforo	2
semántico	1
sena	1
senado	1
senador	2
sencillamente	1
sencillez	1
sencillo	4
senda	1
senderista	1
sendero	1
sendos	2
senegal	1
senglar	1
senigallia	1
senn	1
seno	2
sensacional	1
sensacionalista	2
sensación	2
sensatez	1
sensato	2
sensenbrenner	1
sensibilidad	2
sensibilización	1
sensible	2
sensiblemente	1
sensiblero	1
sensor	2
sensual	1
sentada	1
sentado	2
sentar	7
sentencia	2
sentenciado	1
sentenciar	9
sentido	3
sentimental	2
sentimiento	2
sentina	1
sentir	15
sentors	1
sepa	1
separación	2
separado	4
separados	1
separar	6
separatismo	1
separatista	2
sepelio	1
sepi	1
septiembre	1
